Date,ColorKey,LocationKey,Value
2021-02-01,1,1,1046.54
2022-05-09,2,2,479.37
2013-04-22,3,3,233.7
2019-03-06,4,4,177.33
2018-02-17,5,5,227.22
2020-08-15,1,6,1041.84
2020-09-15,2,7,827.49
2017-01-06,3,8,426.77
2022-09-26,4,9,222.39
2013-12-04,5,1,178.08
2017-01-09,1,2,504.39
2022-01-04,2,3,908.75
2016-04-14,3,4,216.48
2019-04-16,4,5,167.2
2017-06-01,5,6,267.64
2020-11-03,1,7,951.48
2020-12-28,2,8,1845.46
2016-09-16,3,9,154.43
2017-04-02,4,1,228.64
2018-11-07,5,2,118.25
2018-08-24,1,3,1007.46
2018-10-08,2,4,895.43
2020-12-25,3,5,149.95
2018-06-28,4,6,215.33
2022-05-18,5,7,171.39
2019-04-10,1,8,1999.45
2018-08-22,2,9,871.93
2020-04-21,3,1,199.85
2019-07-28,4,2,60.81
2017-02-23,5,3,146.29
2013-03-27,1,4,988.4
2014-10-10,2,5,931.23
2017-07-07,3,6,168.03
2019-10-31,4,7,174.86
2017-08-13,5,8,363.69
2018-08-29,1,9,1002.56
2013-11-14,2,1,872.2
2014-04-01,3,2,91.4
2020-07-10,4,3,173.37
2020-09-24,5,4,165.19
2016-10-28,1,5,991.52
2013-01-22,2,6,901.21
2020-07-26,3,7,188.56
2018-09-15,4,8,354.17
2021-11-07,5,9,219.01
2016-02-23,1,1,1009.67
2018-11-09,2,2,496.34
2014-08-27,3,3,214.66
2016-12-27,4,4,153.83
2019-10-07,5,5,176.53
2013-05-13,1,6,965.48
2013-06-28,2,7,839.95
2022-07-03,3,8,404.13
2019-06-30,4,9,172.21
2018-06-26,5,1,267.12
2014-08-29,1,2,529.8
2021-08-15,2,3,909.23
2017-08-16,3,4,144.46
2021-12-06,4,5,168.48
2021-11-28,5,6,160.32
2019-07-06,1,7,994.58
2014-06-23,2,8,1791.33
2020-08-29,3,9,181.57
2022-08-21,4,1,162.08
2016-01-16,5,2,84.18
2017-10-10,1,3,1054.12
2018-03-01,2,4,920.13
2013-02-03,3,5,200.79
2019-04-19,4,6,172.1
2015-01-19,5,7,140.24
2020-02-16,1,8,1979.91
2013-08-06,2,9,896.72
2016-01-01,3,1,210.85
2020-03-02,4,2,89.87
2016-01-22,5,3,232.43
2018-06-05,1,4,1007.12
2019-04-07,2,5,858.38
2018-11-11,3,6,185.35
2015-10-05,4,7,121.09
2016-02-18,5,8,433.72
2021-06-19,1,9,1033.88
2013-11-12,2,1,909.56
2014-05-09,3,2,77.02
2020-08-22,4,3,245.67
2015-07-02,5,4,148.0
2017-02-10,1,5,978.88
2013-12-03,2,6,920.97
2014-08-28,3,7,111.53
2016-08-17,4,8,419.27
2022-02-24,5,9,169.69
2021-01-13,1,1,1047.73
2021-04-08,2,2,455.74
2014-02-10,3,3,212.37
2018-09-02,4,4,248.31
2019-01-03,5,5,157.92
2014-03-04,1,6,969.58
2021-08-18,2,7,790.78
2013-05-01,3,8,421.54
2017-09-11,4,9,226.08
2018-01-31,5,1,188.25
2017-01-22,1,2,483.94
2022-01-16,2,3,938.25
2014-08-08,3,4,238.58
2020-01-27,4,5,207.77
2018-04-24,5,6,196.43
2017-12-24,1,7,924.01
2019-11-24,2,8,1808.67
2013-05-12,3,9,159.18
2021-10-18,4,1,280.56
2020-05-22,5,2,99.14
2017-03-16,1,3,1014.27
2021-07-05,2,4,915.61
2017-07-21,3,5,245.68
2022-11-06,4,6,177.55
2019-03-21,5,7,148.77
2015-12-26,1,8,2039.2
2020-09-20,2,9,930.39
2014-05-04,3,1,237.62
2015-05-31,4,2,79.01
2020-07-21,5,3,142.44
2014-02-05,1,4,1025.12
2014-06-15,2,5,907.99
2021-10-24,3,6,164.22
2018-07-17,4,7,140.42
2019-12-05,5,8,399.3
2020-07-18,1,9,1013.61
2020-02-21,2,1,960.26
2018-12-06,3,2,80.91
2021-01-01,4,3,152.09
2021-12-28,5,4,169.82
2022-10-13,1,5,997.67
2022-05-19,2,6,866.85
2018-02-14,3,7,150.8
2022-11-08,4,8,382.23
2022-02-04,5,9,166.91
2015-07-01,1,1,1009.82
2022-07-24,2,2,473.01
2022-05-02,3,3,202.58
2013-12-16,4,4,233.53
2017-09-01,5,5,246.25
2015-05-21,1,6,989.66
2013-04-15,2,7,853.22
2020-06-27,3,8,337.89
2021-07-14,4,9,257.96
2021-12-15,5,1,200.18
2015-08-25,1,2,556.71
2022-04-07,2,3,913.68
2013-01-24,3,4,228.8
2017-03-01,4,5,212.21
2018-02-28,5,6,161.14
2013-04-09,1,7,967.45
2016-06-28,2,8,1826.64
2019-12-03,3,9,220.6
2020-06-17,4,1,209.85
2022-02-14,5,2,134.76
2022-01-07,1,3,1021.22
2013-08-03,2,4,924.36
2014-08-20,3,5,175.8
2019-01-10,4,6,225.51
2020-10-31,5,7,194.96
2016-11-06,1,8,1964.46
2016-05-11,2,9,876.62
2022-12-09,3,1,160.2
2016-11-15,4,2,86.83
2019-02-20,5,3,181.72
2017-11-23,1,4,1026.66
2016-02-26,2,5,855.87
2022-04-08,3,6,209.55
2022-10-11,4,7,142.21
2016-08-28,5,8,418.24
2020-03-25,1,9,1057.64
2019-06-05,2,1,936.99
2018-08-28,3,2,150.89
2015-11-17,4,3,253.74
2022-02-25,5,4,216.35
2018-03-19,1,5,1034.95
2021-03-20,2,6,889.22
2013-10-29,3,7,98.86
2017-02-13,4,8,384.5
2013-10-26,5,9,187.61
2022-03-17,1,1,1023.72
2018-04-28,2,2,424.91
2018-12-08,3,3,195.31
2014-07-18,4,4,156.7
2018-07-28,5,5,172.56
2021-05-06,1,6,951.26
2014-09-03,2,7,869.0
2020-09-04,3,8,381.41
2022-04-05,4,9,175.12
2022-10-20,5,1,211.89
2013-08-01,1,2,494.78
2015-07-18,2,3,919.06
2021-02-03,3,4,172.67
2015-08-20,4,5,188.77
2020-05-21,5,6,181.03
2016-06-07,1,7,907.28
2013-03-23,2,8,1764.48
2019-11-14,3,9,222.57
2018-08-18,4,1,210.35
2018-10-04,5,2,97.56
2022-10-29,1,3,976.7
2018-06-16,2,4,874.63
2014-10-19,3,5,152.17
2018-01-23,4,6,225.29
2014-02-09,5,7,180.09
2020-10-06,1,8,1971.81
2020-07-15,2,9,926.71
2017-08-07,3,1,229.76
2013-07-26,4,2,100.85
2021-08-29,5,3,217.7
2014-08-19,1,4,955.68
2017-03-19,2,5,939.14
2022-09-06,3,6,156.31
2020-02-13,4,7,175.21
2014-05-27,5,8,355.41
2020-10-23,1,9,1046.22
2022-08-06,2,1,971.78
2014-02-12,3,2,70.85
2015-11-15,4,3,194.73
2013-03-19,5,4,225.52
2013-02-15,1,5,1002.26
2014-11-14,2,6,921.92
2014-02-28,3,7,151.17
2013-08-10,4,8,415.9
2015-08-03,5,9,161.66
2020-09-27,1,1,975.11
2016-10-30,2,2,506.16
2021-11-03,3,3,192.75
2017-03-08,4,4,154.62
2013-07-19,5,5,182.45
2013-05-07,1,6,1037.44
2019-04-01,2,7,819.86
2015-12-11,3,8,406.93
2014-07-16,4,9,220.14
2014-06-18,5,1,157.85
2016-06-13,1,2,501.22
2017-08-17,2,3,916.85
2013-08-12,3,4,240.07
2022-07-28,4,5,243.75
2014-08-09,5,6,213.89
2014-09-05,1,7,884.87
2021-12-02,2,8,1782.64
2021-05-04,3,9,173.86
2022-03-18,4,1,237.93
2015-09-27,5,2,132.33
2021-10-08,1,3,1014.34
2019-05-10,2,4,872.72
2013-11-06,3,5,160.77
2015-07-04,4,6,154.57
2015-07-24,5,7,146.41
2020-10-07,1,8,1964.97
2015-03-08,2,9,860.35
2021-04-04,3,1,259.56
2022-08-28,4,2,131.26
2015-09-19,5,3,174.15
2020-12-10,1,4,1044.33
2018-01-20,2,5,869.36
2015-03-25,3,6,219.82
2022-06-09,4,7,92.8
2019-12-13,5,8,366.02
2021-11-06,1,9,948.09
2021-02-12,2,1,984.16
2014-01-05,3,2,55.89
2017-09-09,4,3,196.98
2017-03-30,5,4,246.62
2016-01-11,1,5,957.3
2016-12-26,2,6,947.42
2022-12-07,3,7,121.25
2019-09-19,4,8,424.99
2016-11-12,5,9,213.27
2018-07-25,1,1,1059.12
2021-01-19,2,2,425.15
2019-09-10,3,3,217.45
2017-04-01,4,4,221.16
2017-01-18,5,5,157.46
2018-06-22,1,6,971.16
2018-05-23,2,7,827.28
2017-10-05,3,8,345.03
2017-03-24,4,9,183.67
2016-06-29,5,1,188.02
2020-01-23,1,2,475.38
2018-12-25,2,3,923.14
2018-04-20,3,4,227.18
2021-11-05,4,5,205.07
2015-01-15,5,6,248.75
2020-09-03,1,7,947.05
2022-06-10,2,8,1861.07
2019-06-17,3,9,138.34
2016-12-31,4,1,279.59
2013-03-03,5,2,53.43
2017-08-22,1,3,947.61
2015-08-16,2,4,914.02
2015-11-25,3,5,172.15
2014-11-06,4,6,245.09
2013-01-17,5,7,114.72
2013-03-17,1,8,2055.5
2014-09-22,2,9,875.3
2019-08-29,3,1,271.65
2019-07-10,4,2,116.44
2017-05-17,5,3,214.11
2022-12-16,1,4,1054.21
2016-05-09,2,5,946.45
2016-03-24,3,6,216.47
2019-03-05,4,7,122.24
2022-04-11,5,8,412.13
2013-10-07,1,9,1021.86
2015-01-18,2,1,965.47
2015-01-05,3,2,114.33
2015-04-10,4,3,169.71
2017-10-20,5,4,154.5
2017-02-09,1,5,957.47
2013-01-08,2,6,900.69
2015-08-02,3,7,165.54
2020-02-26,4,8,355.0
2014-03-28,5,9,190.33
2022-06-28,1,1,984.44
2015-03-22,2,2,486.24
2017-02-24,3,3,176.61
2019-08-26,4,4,198.75
2015-06-02,5,5,151.18
2018-06-29,1,6,984.23
2021-09-03,2,7,846.35
2015-06-18,3,8,428.2
2018-04-10,4,9,211.31
2015-04-29,5,1,257.02
2016-02-14,1,2,454.03
2016-07-31,2,3,911.51
2022-11-04,3,4,240.88
2019-07-20,4,5,161.14
2015-05-28,5,6,157.85
2022-07-23,1,7,983.71
2013-09-22,2,8,1829.57
2015-03-03,3,9,185.3
2020-10-24,4,1,168.83
2019-06-28,5,2,67.07
2015-12-16,1,3,964.95
2015-10-03,2,4,912.72
2013-12-30,3,5,173.13
2017-07-29,4,6,192.18
2016-04-09,5,7,176.08
2013-06-11,1,8,2006.8
2020-01-06,2,9,899.16
2021-05-19,3,1,225.32
2015-06-19,4,2,84.23
2014-01-18,5,3,158.88
2022-01-09,1,4,990.58
2013-06-05,2,5,928.37
2019-03-14,3,6,204.17
2019-07-23,4,7,107.46
2017-03-26,5,8,409.57
2018-12-10,1,9,968.56
2019-06-08,2,1,967.26
2022-09-29,3,2,93.02
2013-10-10,4,3,217.1
2018-08-11,5,4,143.52
2014-11-28,1,5,1038.15
2018-03-16,2,6,888.03
2015-02-06,3,7,155.16
2021-09-07,4,8,377.75
2019-08-27,5,9,238.64
2016-10-26,1,1,966.63
2014-11-10,2,2,496.49
2015-05-14,3,3,158.61
2021-08-08,4,4,184.82
2016-12-22,5,5,225.11
2019-04-13,1,6,957.1
2013-02-19,2,7,861.71
2022-02-05,3,8,424.14
2019-03-08,4,9,164.79
2016-08-24,5,1,180.41
2018-01-09,1,2,486.34
2015-08-10,2,3,897.06
2014-09-11,3,4,238.46
2013-12-01,4,5,230.07
2018-08-10,5,6,200.65
2014-04-10,1,7,970.62
2016-03-09,2,8,1808.33
2021-09-18,3,9,231.64
2014-08-17,4,1,212.19
2015-10-02,5,2,102.58
2018-02-06,1,3,1007.24
2014-04-25,2,4,926.69
2018-12-18,3,5,217.38
2021-07-19,4,6,152.27
2022-09-19,5,7,116.62
2015-02-19,1,8,1972.52
2013-05-24,2,9,927.26
2015-08-07,3,1,239.58
2019-12-24,4,2,108.64
2014-12-05,5,3,164.76
2016-11-10,1,4,1005.81
2017-09-15,2,5,941.49
2018-05-14,3,6,216.47
2013-02-22,4,7,120.15
2016-10-19,5,8,403.79
2016-02-13,1,9,956.31
2013-05-08,2,1,927.08
2014-05-31,3,2,129.89
2021-10-19,4,3,214.47
2018-02-25,5,4,224.24
2014-09-16,1,5,980.39
2016-06-01,2,6,892.32
2013-06-27,3,7,159.18
2021-04-03,4,8,426.58
2016-07-15,5,9,192.54
2016-10-22,1,1,1067.67
2015-01-08,2,2,419.04
2017-12-18,3,3,183.76
2017-03-15,4,4,182.88
2019-11-23,5,5,235.02
2015-11-05,1,6,955.09
2013-12-08,2,7,881.2
2020-09-12,3,8,390.06
2014-10-24,4,9,153.2
2016-04-01,5,1,172.14
2020-02-18,1,2,473.11
2016-01-15,2,3,853.07
2019-09-20,3,4,242.28
2016-01-17,4,5,235.65
2013-01-02,5,6,198.67
2020-11-12,1,7,918.96
2017-09-20,2,8,1771.89
2019-10-22,3,9,182.55
2015-05-06,4,1,179.5
2016-07-09,5,2,99.35
2018-03-24,1,3,988.87
2014-03-05,2,4,850.31
2020-08-16,3,5,229.01
2017-10-01,4,6,194.46
2013-12-18,5,7,175.74
2013-03-08,1,8,2004.82
2021-05-30,2,9,942.69
2019-07-15,3,1,199.81
2020-02-23,4,2,112.34
2021-09-12,5,3,178.74
2017-10-17,1,4,1027.55
2013-01-07,2,5,915.33
2020-11-06,3,6,178.38
2016-12-08,4,7,110.23
2022-04-04,5,8,399.35
2014-03-06,1,9,1024.43
2021-12-07,2,1,960.16
2013-01-05,3,2,107.38
2014-02-13,4,3,193.24
2019-08-19,5,4,201.33
2019-10-01,1,5,1028.82
2016-10-01,2,6,865.41
2021-05-08,3,7,131.17
2021-02-27,4,8,388.77
2017-01-23,5,9,219.76
2018-08-17,1,1,1064.27
2014-09-27,2,2,465.27
2016-07-01,3,3,179.63
2019-12-30,4,4,187.91
2020-04-12,5,5,204.75
2016-03-12,1,6,1011.6
2022-01-30,2,7,876.88
2013-03-16,3,8,421.12
2014-11-01,4,9,199.72
2019-06-07,5,1,217.52
2016-07-30,1,2,488.21
2020-05-18,2,3,941.46
2022-11-10,3,4,145.72
2017-11-12,4,5,219.75
2016-11-23,5,6,253.91
2022-04-23,1,7,910.83
2014-03-19,2,8,1820.11
2020-08-11,3,9,188.55
2022-05-05,4,1,239.73
2013-10-15,5,2,109.78
2013-09-01,1,3,968.84
2022-03-15,2,4,891.06
2020-04-08,3,5,249.96
2018-09-19,4,6,204.69
2017-06-04,5,7,106.99
2018-07-09,1,8,2022.8
2021-08-07,2,9,927.75
2018-06-14,3,1,199.96
2017-02-22,4,2,90.7
2022-03-02,5,3,140.28
2014-10-21,1,4,1022.3
2018-10-10,2,5,924.06
2013-01-11,3,6,174.28
2020-05-05,4,7,132.33
2013-06-12,5,8,408.33
2013-06-22,1,9,1046.51
2015-01-11,2,1,985.77
2022-01-31,3,2,70.6
2014-03-12,4,3,211.43
2018-09-13,5,4,209.24
2021-08-20,1,5,943.58
2013-04-13,2,6,916.33
2014-05-06,3,7,194.84
2016-12-01,4,8,354.82
2021-01-12,5,9,212.21
2021-01-11,1,1,1033.66
2013-03-11,2,2,447.32
2021-07-20,3,3,196.27
2017-10-23,4,4,247.54
2016-12-20,5,5,211.66
2013-12-05,1,6,1000.03
2020-03-23,2,7,838.88
2018-01-05,3,8,428.7
2013-04-04,4,9,159.41
2017-05-18,5,1,246.75
2018-06-15,1,2,461.02
2019-02-21,2,3,926.97
2016-01-08,3,4,194.93
2014-01-14,4,5,220.86
2017-12-27,5,6,182.45
2020-10-13,1,7,957.74
2013-01-23,2,8,1816.6
2021-05-09,3,9,254.2
2021-11-29,4,1,193.6
2016-08-22,5,2,140.27
2016-06-24,1,3,976.45
2014-09-24,2,4,933.57
2020-11-19,3,5,219.84
2021-02-21,4,6,167.51
2015-02-09,5,7,173.41
2021-10-15,1,8,2004.81
2018-05-08,2,9,888.1
2014-12-22,3,1,276.07
2021-12-09,4,2,141.65
2013-08-30,5,3,178.65
2014-06-27,1,4,1047.45
2018-03-26,2,5,907.14
2020-12-03,3,6,202.7
2017-07-06,4,7,94.07
2014-03-29,5,8,356.25
2016-03-07,1,9,1035.23
2016-08-11,2,1,960.54
2019-10-09,3,2,104.32
2014-09-28,4,3,235.9
2016-09-01,5,4,252.59
2022-01-19,1,5,1043.83
2022-08-09,2,6,859.8
2014-07-04,3,7,99.65
2017-01-27,4,8,482.72
2014-02-16,5,9,217.76
2016-04-21,1,1,1017.11
2013-12-26,2,2,445.53
2013-06-26,3,3,166.7
2022-02-03,4,4,180.63
2014-05-21,5,5,219.43
2013-05-14,1,6,994.31
2019-09-17,2,7,826.78
2020-09-09,3,8,385.3
2021-02-02,4,9,174.21
2022-11-20,5,1,250.83
2014-06-28,1,2,472.72
2022-04-16,2,3,923.81
2013-01-29,3,4,249.44
2020-07-22,4,5,225.45
2016-07-25,5,6,200.9
2018-04-17,1,7,945.68
2020-08-12,2,8,1827.57
2022-08-14,3,9,208.3
2014-03-21,4,1,237.85
2013-09-21,5,2,88.42
2021-11-02,1,3,979.46
2021-04-07,2,4,889.97
2019-01-24,3,5,178.33
2020-04-30,4,6,138.79
2013-04-16,5,7,126.01
2014-09-09,1,8,2050.71
2018-09-08,2,9,950.0
2022-06-15,3,1,261.93
2014-04-23,4,2,56.58
2015-01-20,5,3,157.4
2018-11-12,1,4,1062.07
2019-07-09,2,5,931.99
2022-09-18,3,6,218.88
2017-03-20,4,7,135.12
2017-03-22,5,8,416.94
2013-06-18,1,9,998.24
2015-09-10,2,1,966.45
2016-03-10,3,2,64.35
2020-03-04,4,3,204.53
2022-03-26,5,4,221.14
2021-12-04,1,5,968.15
2016-10-05,2,6,928.94
2022-08-19,3,7,155.6
2014-04-13,4,8,375.37
2014-07-10,5,9,196.11
2014-10-29,1,1,1014.57
2014-11-20,2,2,485.14
2016-02-02,3,3,204.72
2014-11-17,4,4,168.31
2019-06-03,5,5,191.99
2019-09-24,1,6,1059.65
2013-04-28,2,7,883.05
2019-01-22,3,8,375.14
2013-08-19,4,9,153.63
2018-04-11,5,1,255.8
2014-10-01,1,2,466.56
2017-07-15,2,3,949.75
2016-04-29,3,4,165.18
2013-08-15,4,5,204.61
2021-01-08,5,6,218.87
2019-03-04,1,7,989.81
2013-04-18,2,8,1763.58
2018-01-22,3,9,196.28
2013-03-30,4,1,205.95
2017-01-30,5,2,49.01
2013-01-13,1,3,1017.73
2014-01-15,2,4,946.37
2015-05-26,3,5,209.43
2020-12-19,4,6,162.29
2020-11-02,5,7,185.85
2016-05-29,1,8,1916.61
2022-03-31,2,9,948.77
2019-02-04,3,1,227.02
2015-09-07,4,2,137.68
2018-02-01,5,3,238.89
2016-09-05,1,4,1000.11
2019-11-10,2,5,880.96
2020-05-15,3,6,222.41
2018-11-13,4,7,201.54
2016-02-21,5,8,408.29
2022-12-21,1,9,966.12
2022-11-15,2,1,887.71
2017-04-21,3,2,60.76
2020-04-13,4,3,177.26
2015-03-21,5,4,175.81
2015-02-18,1,5,988.12
2014-07-05,2,6,949.6
2013-06-19,3,7,154.68
2013-12-27,4,8,358.56
2013-02-17,5,9,182.25
2021-03-02,1,1,998.49
2021-06-20,2,2,410.37
2013-12-17,3,3,248.33
2020-05-01,4,4,216.38
2021-07-31,5,5,156.85
2017-12-10,1,6,994.11
2015-09-18,2,7,852.64
2016-02-07,3,8,357.75
2016-01-31,4,9,192.24
2015-12-01,5,1,259.38
2015-01-22,1,2,509.54
2019-09-26,2,3,870.13
2021-10-26,3,4,198.81
2021-10-03,4,5,219.14
2013-11-24,5,6,230.15
2021-10-09,1,7,946.07
2014-12-30,2,8,1794.3
2017-02-03,3,9,174.06
2018-03-23,4,1,193.79
2014-03-07,5,2,85.92
2021-02-11,1,3,1036.66
2018-12-07,2,4,957.03
2021-08-05,3,5,216.83
2022-05-13,4,6,206.03
2016-09-21,5,7,106.02
2020-04-23,1,8,2002.1
2017-05-01,2,9,884.86
2020-10-02,3,1,237.89
2015-10-09,4,2,76.99
2018-05-05,5,3,233.27
2019-10-20,1,4,1040.86
2016-03-15,2,5,891.96
2022-03-24,3,6,183.04
2021-08-31,4,7,166.31
2013-02-18,5,8,353.84
2021-10-01,1,9,1024.01
2015-05-09,2,1,929.85
2019-08-13,3,2,100.35
2021-11-09,4,3,181.69
2017-01-04,5,4,192.54
2021-09-02,1,5,945.31
2019-11-01,2,6,872.15
2018-04-06,3,7,126.81
2022-10-18,4,8,404.15
2014-12-20,5,9,176.61
2013-12-12,1,1,1034.97
2020-10-03,2,2,408.1
2021-08-14,3,3,178.06
2020-11-15,4,4,176.72
2013-03-21,5,5,178.36
2014-04-02,1,6,961.11
2016-05-13,2,7,849.1
2016-07-26,3,8,393.54
2018-08-07,4,9,187.34
2013-06-08,5,1,188.94
2016-06-12,1,2,537.53
2017-02-14,2,3,907.39
2020-01-18,3,4,219.86
2014-01-03,4,5,252.89
2016-02-10,5,6,148.93
2020-10-26,1,7,958.92
2021-05-27,2,8,1799.78
2017-08-10,3,9,224.09
2016-05-08,4,1,255.93
2016-03-29,5,2,91.83
2020-06-16,1,3,1041.06
2016-09-10,2,4,862.86
2019-12-26,3,5,161.13
2022-06-24,4,6,248.73
2019-08-10,5,7,185.18
2014-06-26,1,8,1963.67
2013-02-20,2,9,849.95
2015-04-11,3,1,206.33
2022-01-06,4,2,84.61
2020-07-05,5,3,181.81
2014-05-14,1,4,961.8
2013-06-03,2,5,913.38
2018-07-26,3,6,190.97
2016-07-20,4,7,132.94
2020-02-28,5,8,373.02
2022-01-25,1,9,977.83
2018-04-16,2,1,911.7
2017-06-28,3,2,112.9
2016-07-13,4,3,207.27
2018-09-24,5,4,202.05
2019-12-29,1,5,1016.29
2013-05-18,2,6,896.74
2020-11-20,3,7,121.7
2015-08-31,4,8,402.34
2019-01-08,5,9,245.6
2013-01-15,1,1,996.39
2018-10-19,2,2,494.3
2019-09-25,3,3,220.25
2013-10-31,4,4,214.57
2022-10-30,5,5,267.51
2015-08-29,1,6,979.59
2017-05-23,2,7,798.1
2020-12-09,3,8,411.94
2020-01-05,4,9,191.0
2021-03-01,5,1,178.42
2017-11-06,1,2,508.91
2020-08-05,2,3,925.79
2013-10-14,3,4,257.03
2020-07-06,4,5,247.48
2019-07-14,5,6,245.66
2018-08-13,1,7,940.32
2014-12-23,2,8,1777.62
2016-06-09,3,9,201.03
2019-08-25,4,1,263.83
2019-01-29,5,2,126.88
2018-05-16,1,3,1044.4
2020-04-26,2,4,937.64
2018-12-05,3,5,253.42
2019-10-23,4,6,160.56
2017-10-30,5,7,177.67
2017-04-18,1,8,1968.43
2017-04-16,2,9,869.86
2016-08-21,3,1,184.14
2014-04-20,4,2,141.71
2015-01-31,5,3,194.49
2022-09-14,1,4,1030.37
2016-07-06,2,5,910.52
2013-07-20,3,6,172.54
2019-12-31,4,7,196.61
2015-06-15,5,8,360.62
2022-11-18,1,9,1059.16
2020-09-23,2,1,889.23
2019-06-10,3,2,136.54
2022-03-20,4,3,170.25
2013-04-08,5,4,227.77
2022-09-03,1,5,950.54
2021-04-10,2,6,938.82
2021-01-17,3,7,198.1
2018-04-12,4,8,398.85
2018-10-02,5,9,190.85
2022-12-15,1,1,999.13
2018-05-31,2,2,497.85
2016-05-22,3,3,158.5
2017-10-24,4,4,216.31
2016-04-30,5,5,202.5
2021-10-16,1,6,1042.82
2013-12-15,2,7,892.9
2017-10-03,3,8,390.76
2018-05-20,4,9,207.64
2019-05-19,5,1,196.64
2022-05-21,1,2,454.44
2015-01-06,2,3,879.91
2022-10-14,3,4,192.57
2016-12-19,4,5,178.71
2015-01-26,5,6,190.08
2014-05-10,1,7,900.8
2016-02-22,2,8,1748.25
2017-07-04,3,9,201.49
2021-08-04,4,1,231.91
2020-02-06,5,2,122.79
2021-10-12,1,3,1008.47
2018-12-19,2,4,924.17
2020-04-18,3,5,203.7
2017-11-19,4,6,173.31
2020-09-21,5,7,91.69
2021-06-30,1,8,1965.34
2021-01-28,2,9,881.13
2016-02-08,3,1,238.18
2013-04-21,4,2,144.19
2019-03-30,5,3,174.62
2017-04-17,1,4,974.03
2017-10-22,2,5,932.32
2017-08-25,3,6,234.93
2019-02-02,4,7,188.47
2017-01-28,5,8,411.68
2020-12-18,1,9,974.53
2015-06-06,2,1,890.18
2016-12-24,3,2,97.44
2014-04-11,4,3,167.01
2015-09-16,5,4,242.22
2015-03-31,1,5,955.09
2020-10-10,2,6,957.83
2017-12-26,3,7,158.63
2014-07-24,4,8,375.18
2018-01-08,5,9,165.88
2018-07-29,1,1,1061.61
2015-12-02,2,2,429.68
2017-04-27,3,3,227.77
2016-08-26,4,4,230.85
2015-09-24,5,5,263.97
2021-01-10,1,6,1037.69
2016-12-05,2,7,863.42
2015-07-21,3,8,403.97
2017-08-12,4,9,171.01
2016-04-12,5,1,242.75
2019-04-24,1,2,463.91
2019-02-24,2,3,945.35
2022-10-22,3,4,231.45
2017-10-04,4,5,148.26
2017-05-19,5,6,207.26
2014-05-03,1,7,949.92
2014-01-09,2,8,1744.2
2020-06-18,3,9,248.44
2019-03-23,4,1,237.85
2013-12-07,5,2,127.86
2019-04-23,1,3,969.41
2014-06-29,2,4,950.4
2021-07-23,3,5,242.32
2021-03-03,4,6,197.93
2014-09-23,5,7,113.41
2022-04-25,1,8,1982.81
2018-08-09,2,9,884.28
2020-03-17,3,1,274.03
2022-05-29,4,2,111.81
2022-04-14,5,3,148.62
2013-10-28,1,4,938.88
2019-07-16,2,5,872.67
2021-10-04,3,6,213.88
2016-02-11,4,7,98.95
2021-01-30,5,8,364.57
2019-01-16,1,9,962.45
2014-07-31,2,1,898.4
2016-12-29,3,2,150.59
2015-02-07,4,3,151.87
2014-03-26,5,4,140.6
2020-05-07,1,5,946.16
2017-09-23,2,6,916.07
2015-11-07,3,7,167.6
2020-02-01,4,8,321.49
2017-08-03,5,9,214.4
2022-08-31,1,1,1050.03
2013-10-16,2,2,431.53
2019-11-25,3,3,216.6
2013-03-31,4,4,200.42
2019-01-15,5,5,221.77
2017-08-27,1,6,971.08
2014-05-24,2,7,858.82
2017-10-14,3,8,468.19
2022-03-23,4,9,238.98
2018-11-04,5,1,218.48
2017-10-31,1,2,450.11
2019-03-26,2,3,895.06
2019-08-01,3,4,235.31
2018-05-25,4,5,160.81
2013-09-19,5,6,209.48
2018-12-24,1,7,934.1
2021-08-25,2,8,1782.78
2018-02-27,3,9,141.8
2017-02-20,4,1,179.14
2016-10-08,5,2,87.97
2018-10-06,1,3,1019.58
2017-02-21,2,4,920.4
2013-10-12,3,5,200.0
2016-08-08,4,6,195.48
2014-06-17,5,7,162.79
2017-08-09,1,8,1995.04
2016-02-09,2,9,906.06
2017-11-01,3,1,233.34
2014-11-21,4,2,106.66
2022-07-06,5,3,192.79
2020-03-06,1,4,1013.38
2017-09-19,2,5,874.29
2016-11-11,3,6,161.12
2019-05-09,4,7,150.36
2019-04-14,5,8,387.99
2015-11-29,1,9,1050.16
2021-08-22,2,1,952.86
2014-01-11,3,2,66.07
2019-09-08,4,3,220.41
2018-09-29,5,4,150.87
2017-02-16,1,5,963.25
2018-08-01,2,6,903.78
2021-06-28,3,7,132.8
2022-05-10,4,8,375.04
2021-07-10,5,9,166.14
2021-10-07,1,1,1021.51
2014-08-11,2,2,501.06
2015-10-16,3,3,248.5
2017-04-04,4,4,202.43
2021-07-09,5,5,154.31
2014-02-06,1,6,1034.99
2013-07-17,2,7,855.27
2015-08-26,3,8,426.74
2020-03-15,4,9,241.73
2022-11-23,5,1,282.81
2015-03-01,1,2,474.35
2015-09-09,2,3,856.7
2021-09-15,3,4,173.1
2016-12-30,4,5,213.25
2018-06-24,5,6,200.44
2013-12-19,1,7,919.12
2017-03-18,2,8,1780.03
2016-06-17,3,9,207.57
2013-05-21,4,1,244.13
2020-06-26,5,2,82.44
2015-03-05,1,3,987.2
2022-08-30,2,4,959.63
2015-05-24,3,5,253.46
2016-06-08,4,6,226.35
